,nodes,techs,carriers,Value,source_model
2,netherlands,electrolyser,hydrogen,6905.670886873636,results_plan_cluster_2019_2011_weights_1_9.netcdf
3,netherlands,electrolyser,power,10624.10905672867,results_plan_cluster_2019_2011_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26925.00077146589,results_plan_cluster_2019_2011_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15078.0004320209,results_plan_cluster_2019_2011_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26925.00077146589,results_plan_cluster_2019_2011_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2011_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27939.595391166848,results_plan_cluster_2019_2011_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2011_weights_1_9.netcdf
10,netherlands,solar,power,37113.155059997836,results_plan_cluster_2019_2011_weights_1_9.netcdf
0,netherlands,battery,power,2241.6198556792797,results_plan_cluster_2019_2012_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2019_2012_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7149.429689733369,results_plan_cluster_2019_2012_weights_1_9.netcdf
3,netherlands,electrolyser,power,10999.122599589798,results_plan_cluster_2019_2012_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27195.01710713756,results_plan_cluster_2019_2012_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15229.209579997034,results_plan_cluster_2019_2012_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27195.01710713756,results_plan_cluster_2019_2012_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2012_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27818.591428712607,results_plan_cluster_2019_2012_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2012_weights_1_9.netcdf
10,netherlands,solar,power,36925.44957537653,results_plan_cluster_2019_2012_weights_1_9.netcdf
0,netherlands,battery,power,3092.5589286639292,results_plan_cluster_2019_2013_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2019_2013_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7042.264786432155,results_plan_cluster_2019_2013_weights_1_9.netcdf
3,netherlands,electrolyser,power,10834.25351758793,results_plan_cluster_2019_2013_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26694.76399856425,results_plan_cluster_2019_2013_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14949.067839195981,results_plan_cluster_2019_2013_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26694.76399856425,results_plan_cluster_2019_2013_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2013_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27831.658291457275,results_plan_cluster_2019_2013_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2013_weights_1_9.netcdf
10,netherlands,solar,power,37061.6213316296,results_plan_cluster_2019_2013_weights_1_9.netcdf
0,netherlands,battery,power,4923.651675859084,results_plan_cluster_2019_2014_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2019_2014_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8310.784387588112,results_plan_cluster_2019_2014_weights_1_9.netcdf
3,netherlands,electrolyser,power,12785.82213475094,results_plan_cluster_2019_2014_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26641.736148338623,results_plan_cluster_2019_2014_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14919.37224306963,results_plan_cluster_2019_2014_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26641.736148338623,results_plan_cluster_2019_2014_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2014_weights_1_9.netcdf
8,netherlands,offshore_wind,power,22219.575301385707,results_plan_cluster_2019_2014_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2014_weights_1_9.netcdf
10,netherlands,solar,power,53716.89498640382,results_plan_cluster_2019_2014_weights_1_9.netcdf
0,netherlands,battery,power,1469.4249137759425,results_plan_cluster_2019_2015_weights_1_9.netcdf
1,netherlands,demand_power,power,18020.0,results_plan_cluster_2019_2015_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7126.652146827873,results_plan_cluster_2019_2015_weights_1_9.netcdf
3,netherlands,electrolyser,power,10964.080225889036,results_plan_cluster_2019_2015_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27683.94530411217,results_plan_cluster_2019_2015_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15503.009370302816,results_plan_cluster_2019_2015_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27683.94530411217,results_plan_cluster_2019_2015_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2015_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26953.148485919093,results_plan_cluster_2019_2015_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2015_weights_1_9.netcdf
10,netherlands,solar,power,35044.79339184396,results_plan_cluster_2019_2015_weights_1_9.netcdf
0,netherlands,battery,power,3657.397602987736,results_plan_cluster_2019_2016_weights_1_9.netcdf
1,netherlands,demand_power,power,18192.0,results_plan_cluster_2019_2016_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7421.86332227628,results_plan_cluster_2019_2016_weights_1_9.netcdf
3,netherlands,electrolyser,power,11418.25126504043,results_plan_cluster_2019_2016_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26812.25990587446,results_plan_cluster_2019_2016_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15014.865547289699,results_plan_cluster_2019_2016_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26812.25990587446,results_plan_cluster_2019_2016_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2016_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27973.631506244947,results_plan_cluster_2019_2016_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2016_weights_1_9.netcdf
10,netherlands,solar,power,44557.060543071064,results_plan_cluster_2019_2016_weights_1_9.netcdf
0,netherlands,battery,power,3520.779139305769,results_plan_cluster_2019_2017_weights_1_9.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2019_2017_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7271.340171418311,results_plan_cluster_2019_2017_weights_1_9.netcdf
3,netherlands,electrolyser,power,11186.6771867974,results_plan_cluster_2019_2017_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26943.97561953356,results_plan_cluster_2019_2017_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15088.626346938796,results_plan_cluster_2019_2017_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26943.97561953356,results_plan_cluster_2019_2017_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2017_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27981.92908581253,results_plan_cluster_2019_2017_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2017_weights_1_9.netcdf
10,netherlands,solar,power,38287.499286324295,results_plan_cluster_2019_2017_weights_1_9.netcdf
0,netherlands,battery,power,3546.2759566599607,results_plan_cluster_2019_2018_weights_1_9.netcdf
1,netherlands,demand_power,power,18063.0,results_plan_cluster_2019_2018_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7181.943494633273,results_plan_cluster_2019_2018_weights_1_9.netcdf
3,netherlands,electrolyser,power,11049.143837897343,results_plan_cluster_2019_2018_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26591.447509448582,results_plan_cluster_2019_2018_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14891.210605291208,results_plan_cluster_2019_2018_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26591.447509448582,results_plan_cluster_2019_2018_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2018_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26712.980629273105,results_plan_cluster_2019_2018_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2018_weights_1_9.netcdf
10,netherlands,solar,power,38751.9802818157,results_plan_cluster_2019_2018_weights_1_9.netcdf
